"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"B202V04_T"	"B202V04_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B210V04_T"	"B210V04_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/USA/KEOKUK"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B221V01"	"B221V01"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/Mexique/QUERETARO"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B221V01_T"	"B221V01_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/Mexique/QUERETARO"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B244V03"	"B244V03"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/WUHAN/[B10]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B244V03_T"	"B244V03_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/WUHAN/[B10]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V06"	"B252V06"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V06_T"	"B252V06_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V07"	"B252V07"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V07_T"	"B252V07_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V08"	"B252V08"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B252V08_T"	"B252V08_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V01"	"B260V01"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 310"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"No"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V03"	"B260V03"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 310"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"No"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V04"	"B260V04"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V04_T"	"B260V04_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V05"	"B260V05"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V05_T"	"B260V05_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V06"	"B260V06"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V06_T"	"B260V06_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V07"	"B260V07"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD50"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V07_T"	"B260V07_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD50"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V08"	"B260V08"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V08_T"	"B260V08_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V09"	"B260V09"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 310"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V10"	"B260V10"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B260V10_T"	"B260V10_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B273V07"	"B273V07"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B273V07_T"	"B273V07_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B275V01"	"B275V01"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/VIRAMGAM"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B276V02"	"B276V02"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/GOKAK"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B276V02_T"	"B276V02_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/GOKAK"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V01"	"B288V01"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V01_T"	"B288V01_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V02"	"B288V02"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Group 500"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V02_T"	"B288V02_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V03"	"B288V03"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V03_T"	"B288V03_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V04"	"B288V04"	"In production"	"VCNF"	"Poly"	"Polycom Medialign 255"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"B288V04_T"	"B288V04_T"	"In production"	"VCNF"	"Poly"	"Polycom RealPresence Touch"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"BAI0021"	"BAI0021"	"In production"	"STORAGE ARRAY"	"IBM"	"Storwize v3700 2072-24C SFF Control"	"STOC"	"PRD"	"Storage Array - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES MANTENIMIENTO"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI0081"	"BAI0081"	"In production"	"STORAGE ARRAY"	"IBM"	"Storwize v3700 2072-24C SFF Control"	"STOC"	"PRD"	"Storage Array - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES DSIC"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2000"	"BAI2000"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VMAX 100K"	"STOC"	"PRD"	"Storage Array - Mainframe"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H5"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI20004"	"BAI20004"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Cluster - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D15"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI20004-CT0"	"BAI20004-CT0"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Controller - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D15"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI20004-CT1"	"BAI20004-CT1"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Controller - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D15"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI20010"	"BAI20010"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R2"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI20011"	"BAI20011"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X50R2"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI20012"	"BAI20012"	"In production"	"STORAGE ARRAY"	"LENOVO"	"Storwize v3700 6099-24C SFF Control"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI20013"	"BAI20013"	"In production"	"STORAGE ARRAY"	"LENOVO"	"Storwize v3700 6099-24C SFF Control"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2005"	"BAI2005"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5200"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H16"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2007"	"BAI2007"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H15"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2007A"	"BAI2007A"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array Node"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H15"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2007B"	"BAI2007B"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array Node"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H15"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2350"	"BAI2350"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VMAX 100K"	"STOC"	"PRD"	"Storage Array - Mainframe"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/I9"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI23504"	"BAI23504"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Cluster - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P13"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI23504-CT0"	"BAI23504-CT0"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Controller - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P13"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI23504-CT1"	"BAI23504-CT1"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R4"	"STOC"	"PRD"	"PureStorage Controller - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P13"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"BAI23510"	"BAI23510"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X20R2"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI23511"	"BAI23511"	"In production"	"STORAGE ARRAY"	"PureStorage"	"FlashArray X50R2"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI23512"	"BAI23512"	"In production"	"STORAGE ARRAY"	"LENOVO"	"Storwize v3700 6099-24C SFF Control"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI23513"	"BAI23513"	"In production"	"STORAGE ARRAY"	"LENOVO"	"Storwize v3700 6099-24C SFF Control"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2355"	"BAI2355"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5200"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S12"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2357"	"BAI2357"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S12"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2357A"	"BAI2357A"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array Node"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S12"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2357B"	"BAI2357B"	"In production"	"STORAGE ARRAY"	"EMC2"	"Storage VNX5500"	"STOC"	"PRD"	"Storage Array Node"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S12"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2358A"	"BAI2358A"	"In production"	"BACKUP APPLIANCE"	"EMC2"	"Avamar Server Gen4S-M600"	"STOC"	"PRD"	"Utility Node"	"Medium"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S11"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2358B"	"BAI2358B"	"In production"	"BACKUP APPLIANCE"	"EMC2"	"Avamar Server Gen4S-M600"	"STOC"	"PRD"	"Spare Node"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S11"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2358C"	"BAI2358C"	"In production"	"BACKUP APPLIANCE"	"EMC2"	"Avamar Server Gen4S-M600"	"STOC"	"PRD"	"Data 1 Node"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S11"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2358D"	"BAI2358D"	"In production"	"BACKUP APPLIANCE"	"EMC2"	"Avamar Server Gen4S-M600"	"STOC"	"PRD"	"Data 2 Node"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S11"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"BAI2358E"	"BAI2358E"	"In production"	"BACKUP APPLIANCE"	"EMC2"	"Avamar Server Gen4S-M600"	"STOC"	"PRD"	"Data 3 Node"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S11"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
